Running Busy Beaver 5 through Zeroth Field...

---- Execution Report ----
  Position -10862: 0
  Position -10861: 1
  Position -10860: 0
  Position -10859: 0
  Position -10858: 1
  Position -10857: 0
  Position -10856: 0
  Position -10855: 1
  Position -10854: 0
  Position -10853: 0
  Position -10852: 1
  Position -10851: 0
  Position -10850: 0
  Position -10849: 1
  Position -10848: 0
  Position -10847: 0
  Position -10846: 1
  Position -10845: 0
  Position -10844: 0
  Position -10843: 1
  Position -10842: 0
  Position -10841: 0
  Position -10840: 1
  Position -10839: 0
  Position -10838: 0
  Position -10837: 1
  Position -10836: 0
  Position -10835: 0
  Position -10834: 1
  Position -10833: 0
  Position -10832: 0
  Position -10831: 1
  Position -10830: 0
  Position -10829: 0
  Position -10828: 1
  Position -10827: 0
  Position -10826: 0
  Position -10825: 1
  Position -10824: 0
  Position -10823: 0
  Position -10822: 1
  Position -10821: 0
  Position -10820: 0
  Position -10819: 1
  Position -10818: 0
  Position -10817: 0
  Position -10816: 1
  Position -10815: 0
  Position -10814: 0
  Position -10813: 1
  Position -10812: 0
  Position -10811: 0
  Position -10810: 1
  Position -10809: 0
  Position -10808: 0
  Position -10807: 1
  Position -10806: 0
  Position -10805: 0
  Position -10804: 1
  Position -10803: 0
  Position -10802: 0
  Position -10801: 1
  Position -10800: 0
  Position -10799: 0
  Position -10798: 1
  Position -10797: 0
  Position -10796: 0
  Position -10795: 1
  Position -10794: 0
  Position -10793: 0
  Position -10792: 1
  Position -10791: 0
  Position -10790: 0
  Position -10789: 1
  Position -10788: 0
  Position -10787: 0
  Position -10786: 1
  Position -10785: 0
  Position -10784: 0
  Position -10783: 1
  Position -10782: 0
  Position -10781: 0
  Position -10780: 1
  Position -10779: 0
  Position -10778: 0
  Position -10777: 1
  Position -10776: 0
  Position -10775: 0
  Position -10774: 1
  Position -10773: 0
  Position -10772: 0
  Position -10771: 1
  Position -10770: 0
  Position -10769: 0
  Position -10768: 1
  Position -10767: 0
  Position -10766: 0
  Position -10765: 1
  Position -10764: 0
  Position -10763: 0
  Position -10762: 1
  Position -10761: 0
  Position -10760: 0
  Position -10759: 1
  Position -10758: 0
  Position -10757: 0
  Position -10756: 1
  Position -10755: 0
  Position -10754: 0
  Position -10753: 1
  Position -10752: 0
  Position -10751: 0
  Position -10750: 1
  Position -10749: 0
  Position -10748: 0
  Position -10747: 1
  Position -10746: 0
  Position -10745: 0
  Position -10744: 1
  Position -10743: 0
  Position -10742: 0
  Position -10741: 1
  Position -10740: 0
  Position -10739: 0
  Position -10738: 1
  Position -10737: 0
  Position -10736: 0
  Position -10735: 1
  Position -10734: 0
  Position -10733: 0
  Position -10732: 1
  Position -10731: 0
  Position -10730: 0
  Position -10729: 1
  Position -10728: 0
  Position -10727: 0
  Position -10726: 1
  Position -10725: 0
  Position -10724: 0
  Position -10723: 1
  Position -10722: 0
  Position -10721: 0
  Position -10720: 1
  Position -10719: 0
  Position -10718: 0
  Position -10717: 1
  Position -10716: 0
  Position -10715: 0
  Position -10714: 1
  Position -10713: 0
  Position -10712: 0
  Position -10711: 1
  Position -10710: 0
  Position -10709: 0
  Position -10708: 1
  Position -10707: 0
  Position -10706: 0
  Position -10705: 1
  Position -10704: 0
  Position -10703: 0
  Position -10702: 1
  Position -10701: 0
  Position -10700: 0
  Position -10699: 1
  Position -10698: 0
  Position -10697: 0
  Position -10696: 1
  Position -10695: 0
  Position -10694: 0
  Position -10693: 1
  Position -10692: 0
  Position -10691: 0
  Position -10690: 1
  Position -10689: 0
  Position -10688: 0
  Position -10687: 1
  Position -10686: 0
  Position -10685: 0
  Position -10684: 1
  Position -10683: 0
  Position -10682: 0
  Position -10681: 1
  Position -10680: 0
  Position -10679: 0
  Position -10678: 1
  Position -10677: 0
  Position -10676: 0
  Position -10675: 1
  Position -10674: 0
  Position -10673: 0
  Position -10672: 1
  Position -10671: 0
  Position -10670: 0
  Position -10669: 1
  Position -10668: 0
  Position -10667: 0
  Position -10666: 1
  Position -10665: 0
  Position -10664: 0
  Position -10663: 1
  Position -10662: 0
  Position -10661: 0
  Position -10660: 1
  Position -10659: 0
  Position -10658: 0
  Position -10657: 1
  Position -10656: 0
  Position -10655: 0
  Position -10654: 1
  Position -10653: 0
  Position -10652: 0
  Position -10651: 1
  Position -10650: 0
  Position -10649: 0
  Position -10648: 1
  Position -10647: 0
  Position -10646: 0
  Position -10645: 1
  Position -10644: 0
  Position -10643: 0
  Position -10642: 1
  Position -10641: 0
  Position -10640: 0
  Position -10639: 1
  Position -10638: 0
  Position -10637: 0
  Position -10636: 1
  Position -10635: 0
  Position -10634: 0
  Position -10633: 1
  Position -10632: 0
  Position -10631: 0
  Position -10630: 1
  Position -10629: 0
  Position -10628: 0
  Position -10627: 1
  Position -10626: 0
  Position -10625: 0
  Position -10624: 1
  Position -10623: 0
  Position -10622: 0
  Position -10621: 1
  Position -10620: 0
  Position -10619: 0
  Position -10618: 1
  Position -10617: 0
  Position -10616: 0
  Position -10615: 1
  Position -10614: 0
  Position -10613: 0
  Position -10612: 1
  Position -10611: 0
  Position -10610: 0
  Position -10609: 1
  Position -10608: 0
  Position -10607: 0
  Position -10606: 1
  Position -10605: 0
  Position -10604: 0
  Position -10603: 1
  Position -10602: 0
  Position -10601: 0
  Position -10600: 1
  Position -10599: 0
  Position -10598: 0
  Position -10597: 1
  Position -10596: 0
  Position -10595: 0
  Position -10594: 1
  Position -10593: 0
  Position -10592: 0
  Position -10591: 1
  Position -10590: 0
  Position -10589: 0
  Position -10588: 1
  Position -10587: 0
  Position -10586: 0
  Position -10585: 1
  Position -10584: 0
  Position -10583: 0
  Position -10582: 1
  Position -10581: 0
  Position -10580: 0
  Position -10579: 1
  Position -10578: 0
  Position -10577: 0
  Position -10576: 1
  Position -10575: 0
  Position -10574: 0
  Position -10573: 1
  Position -10572: 0
  Position -10571: 0
  Position -10570: 1
  Position -10569: 0
  Position -10568: 0
  Position -10567: 1
  Position -10566: 0
  Position -10565: 0
  Position -10564: 1
  Position -10563: 0
  Position -10562: 0
  Position -10561: 1
  Position -10560: 0
  Position -10559: 0
  Position -10558: 1
  Position -10557: 0
  Position -10556: 0
  Position -10555: 1
  Position -10554: 0
  Position -10553: 0
  Position -10552: 1
  Position -10551: 0
  Position -10550: 0
  Position -10549: 1
  Position -10548: 0
  Position -10547: 0
  Position -10546: 1
  Position -10545: 0
  Position -10544: 0
  Position -10543: 1
  Position -10542: 0
  Position -10541: 0
  Position -10540: 1
  Position -10539: 0
  Position -10538: 0
  Position -10537: 1
  Position -10536: 0
  Position -10535: 0
  Position -10534: 1
  Position -10533: 0
  Position -10532: 0
  Position -10531: 1
  Position -10530: 0
  Position -10529: 0
  Position -10528: 1
  Position -10527: 0
  Position -10526: 0
  Position -10525: 1
  Position -10524: 0
  Position -10523: 0
  Position -10522: 1
  Position -10521: 0
  Position -10520: 0
  Position -10519: 1
  Position -10518: 0
  Position -10517: 0
  Position -10516: 1
  Position -10515: 0
  Position -10514: 0
  Position -10513: 1
  Position -10512: 0
  Position -10511: 0
  Position -10510: 1
  Position -10509: 0
  Position -10508: 0
  Position -10507: 1
  Position -10506: 0
  Position -10505: 0
  Position -10504: 1
  Position -10503: 0
  Position -10502: 0
  Position -10501: 1
  Position -10500: 0
  Position -10499: 0
  Position -10498: 1
  Position -10497: 0
  Position -10496: 0
  Position -10495: 1
  Position -10494: 0
  Position -10493: 0
  Position -10492: 1
  Position -10491: 0
  Position -10490: 0
  Position -10489: 1
  Position -10488: 0
  Position -10487: 0
  Position -10486: 1
  Position -10485: 0
  Position -10484: 0
  Position -10483: 1
  Position -10482: 0
  Position -10481: 0
  Position -10480: 1
  Position -10479: 0
  Position -10478: 0
  Position -10477: 1
  Position -10476: 0
  Position -10475: 0
  Position -10474: 1
  Position -10473: 0
  Position -10472: 0
  Position -10471: 1
  Position -10470: 0
  Position -10469: 0
  Position -10468: 1
  Position -10467: 0
  Position -10466: 0
  Position -10465: 1
  Position -10464: 0
  Position -10463: 0
  Position -10462: 1
  Position -10461: 0
  Position -10460: 0
  Position -10459: 1
  Position -10458: 0
  Position -10457: 0
  Position -10456: 1
  Position -10455: 0
  Position -10454: 0
  Position -10453: 1
  Position -10452: 0
  Position -10451: 0
  Position -10450: 1
  Position -10449: 0
  Position -10448: 0
  Position -10447: 1
  Position -10446: 0
  Position -10445: 0
  Position -10444: 1
  Position -10443: 0
  Position -10442: 0
  Position -10441: 1
  Position -10440: 0
  Position -10439: 0
  Position -10438: 1
  Position -10437: 0
  Position -10436: 0
  Position -10435: 1
  Position -10434: 0
  Position -10433: 0
  Position -10432: 1
  Position -10431: 0
  Position -10430: 0
  Position -10429: 1
  Position -10428: 0
  Position -10427: 0
  Position -10426: 1
  Position -10425: 0
  Position -10424: 0
  Position -10423: 1
  Position -10422: 0
  Position -10421: 0
  Position -10420: 1
  Position -10419: 0
  Position -10418: 0
  Position -10417: 1
  Position -10416: 0
  Position -10415: 0
  Position -10414: 1
  Position -10413: 0
  Position -10412: 0
  Position -10411: 1
  Position -10410: 0
  Position -10409: 0
  Position -10408: 1
  Position -10407: 0
  Position -10406: 0
  Position -10405: 1
  Position -10404: 0
  Position -10403: 0
  Position -10402: 1
  Position -10401: 0
  Position -10400: 0
  Position -10399: 1
  Position -10398: 0
  Position -10397: 0
  Position -10396: 1
  Position -10395: 0
  Position -10394: 0
  Position -10393: 1
  Position -10392: 0
  Position -10391: 0
  Position -10390: 1
  Position -10389: 0
  Position -10388: 0
  Position -10387: 1
  Position -10386: 0
  Position -10385: 0
  Position -10384: 1
  Position -10383: 0
  Position -10382: 0
  Position -10381: 1
  Position -10380: 0
  Position -10379: 0
  Position -10378: 1
  Position -10377: 0
  Position -10376: 0
  Position -10375: 1
  Position -10374: 0
  Position -10373: 0
  Position -10372: 1
  Position -10371: 0
  Position -10370: 0
  Position -10369: 1
  Position -10368: 0
  Position -10367: 0
  Position -10366: 1
  Position -10365: 0
  Position -10364: 0
  Position -10363: 1
  Position -10362: 0
  Position -10361: 0
  Position -10360: 1
  Position -10359: 0
  Position -10358: 0
  Position -10357: 1
  Position -10356: 0
  Position -10355: 0
  Position -10354: 1
  Position -10353: 0
  Position -10352: 0
  Position -10351: 1
  Position -10350: 0
  Position -10349: 0
  Position -10348: 1
  Position -10347: 0
  Position -10346: 0
  Position -10345: 1
  Position -10344: 0
  Position -10343: 0
  Position -10342: 1
  Position -10341: 0
  Position -10340: 0
  Position -10339: 1
  Position -10338: 0
  Position -10337: 0
  Position -10336: 1
  Position -10335: 0
  Position -10334: 0
  Position -10333: 1
  Position -10332: 0
  Position -10331: 0
  Position -10330: 1
  Position -10329: 0
  Position -10328: 0
  Position -10327: 1
  Position -10326: 0
  Position -10325: 0
  Position -10324: 1
  Position -10323: 0
  Position -10322: 0
  Position -10321: 1
  Position -10320: 0
  Position -10319: 0
  Position -10318: 1
  Position -10317: 0
  Position -10316: 0
  Position -10315: 1
  Position -10314: 0
  Position -10313: 0
  Position -10312: 1
  Position -10311: 0
  Position -10310: 0
  Position -10309: 1
  Position -10308: 0
  Position -10307: 0
  Position -10306: 1
  Position -10305: 0
  Position -10304: 0
  Position -10303: 1
  Position -10302: 0
  Position -10301: 0
  Position -10300: 1
  Position -10299: 0
  Position -10298: 0
  Position -10297: 1
  Position -10296: 0
  Position -10295: 0
  Position -10294: 1
  Position -10293: 0
  Position -10292: 0
  Position -10291: 1
  Position -10290: 0
  Position -10289: 0
  Position -10288: 1
  Position -10287: 0
  Position -10286: 0
  Position -10285: 1
  Position -10284: 0
  Position -10283: 0
  Position -10282: 1
  Position -10281: 0
  Position -10280: 0
  Position -10279: 1
  Position -10278: 0
  Position -10277: 0
  Position -10276: 1
  Position -10275: 0
  Position -10274: 0
  Position -10273: 1
  Position -10272: 0
  Position -10271: 0
  Position -10270: 1
  Position -10269: 0
  Position -10268: 0
  Position -10267: 1
  Position -10266: 0
  Position -10265: 0
  Position -10264: 1
  Position -10263: 0
  Position -10262: 0
  Position -10261: 1
  Position -10260: 0
  Position -10259: 0
  Position -10258: 1
  Position -10257: 0
  Position -10256: 0
  Position -10255: 1
  Position -10254: 0
  Position -10253: 0
  Position -10252: 1
  Position -10251: 0
  Position -10250: 0
  Position -10249: 1
  Position -10248: 0
  Position -10247: 0
  Position -10246: 1
  Position -10245: 0
  Position -10244: 0
  Position -10243: 1
  Position -10242: 0
  Position -10241: 0
  Position -10240: 1
  Position -10239: 0
  Position -10238: 0
  Position -10237: 1
  Position -10236: 0
  Position -10235: 0
  Position -10234: 1
  Position -10233: 0
  Position -10232: 0
  Position -10231: 1
  Position -10230: 0
  Position -10229: 0
  Position -10228: 1
  Position -10227: 0
  Position -10226: 0
  Position -10225: 1
  Position -10224: 0
  Position -10223: 0
  Position -10222: 1
  Position -10221: 0
  Position -10220: 0
  Position -10219: 1
  Position -10218: 0
  Position -10217: 0
  Position -10216: 1
  Position -10215: 0
  Position -10214: 0
  Position -10213: 1
  Position -10212: 0
  Position -10211: 0
  Position -10210: 1
  Position -10209: 0
  Position -10208: 0
  Position -10207: 1
  Position -10206: 0
  Position -10205: 0
  Position -10204: 1
  Position -10203: 0
  Position -10202: 0
  Position -10201: 1
  Position -10200: 0
  Position -10199: 0
  Position -10198: 1
  Position -10197: 0
  Position -10196: 0
  Position -10195: 1
  Position -10194: 0
  Position -10193: 0
  Position -10192: 1
  Position -10191: 0
  Position -10190: 0
  Position -10189: 1
  Position -10188: 0
  Position -10187: 0
  Position -10186: 1
  Position -10185: 0
  Position -10184: 0
  Position -10183: 1
  Position -10182: 0
  Position -10181: 0
  Position -10180: 1
  Position -10179: 0
  Position -10178: 0
  Position -10177: 1
  Position -10176: 0
  Position -10175: 0
  Position -10174: 1
  Position -10173: 0
  Position -10172: 0
  Position -10171: 1
  Position -10170: 0
  Position -10169: 0
  Position -10168: 1
  Position -10167: 0
  Position -10166: 0
  Position -10165: 1
  Position -10164: 0
  Position -10163: 0
  Position -10162: 1
  Position -10161: 0
  Position -10160: 0
  Position -10159: 1
  Position -10158: 0
  Position -10157: 0
  Position -10156: 1
  Position -10155: 0
  Position -10154: 0
  Position -10153: 1
  Position -10152: 0
  Position -10151: 0
  Position -10150: 1
  Position -10149: 0
  Position -10148: 0
  Position -10147: 1
  Position -10146: 0
  Position -10145: 0
  Position -10144: 1
  Position -10143: 0
  Position -10142: 0
  Position -10141: 1
  Position -10140: 0
  Position -10139: 0
  Position -10138: 1
  Position -10137: 0
  Position -10136: 0
  Position -10135: 1
  Position -10134: 0
  Position -10133: 0
  Position -10132: 1
  Position -10131: 0
  Position -10130: 0
  Position -10129: 1
  Position -10128: 0
  Position -10127: 0
  Position -10126: 1
  Position -10125: 0
  Position -10124: 0
  Position -10123: 1
  Position -10122: 0
  Position -10121: 0
  Position -10120: 1
  Position -10119: 0
  Position -10118: 0
  Position -10117: 1
  Position -10116: 0
  Position -10115: 0
  Position -10114: 1
  Position -10113: 0
  Position -10112: 0
  Position -10111: 1
  Position -10110: 0
  Position -10109: 0
  Position -10108: 1
  Position -10107: 0
  Position -10106: 0
  Position -10105: 1
  Position -10104: 0
  Position -10103: 0
